order_id,date,customer_id,product,category,sales,price,cost,payment_status
SALE-32647AA7,2025-12-20T10:51:00,CUST-LIVE-1112,Prestige Electric Induction Cooktop,Kitchen,1,3499.0,2799.2,Completed
SALE-0B641B1F,2025-12-20T06:44:00,CUST-LIVE-1111,JBL Bar 5.0 Multibeam Soundbar,Audio,1,19999.0,15999.2,Completed
SALE-B6963D01,2025-12-20T06:31:00,CUST-LIVE-1369,Hikvision 2MP IP PTZ Camera,Security,1,8499.0,6799.2,Completed
SALE-996358E7,2025-12-20T12:20:00,CUST-LIVE-1475,Vivo V29 5G 8GB+256GB,Smartphone,1,33999.0,27199.2,Completed
SALE-D03E35F8,2025-12-20T13:01:00,CUST-LIVE-1060,JBL Bar 5.0 Multibeam Soundbar,Audio,1,19999.0,15999.2,Completed
SALE-BCA9DF79,2025-12-20T14:26:00,CUST-LIVE-1285,Vivo V29 5G 8GB+256GB,Smartphone,1,33999.0,27199.2,Completed
SALE-2EE91A53,2025-12-20T06:50:00,CUST-LIVE-1345,JBL Flip 6 Bluetooth Speaker,Audio,2,9999.0,7999.2,Completed
SALE-44874D90,2025-12-20T14:33:00,CUST-LIVE-1220,Lenovo IdeaPad Slim 5 Ryzen 7,Laptop,1,62499.0,49999.2,Completed
SALE-816B1A85,2025-12-20T16:17:00,CUST-LIVE-1138,Philips XXL Air Fryer HD9860,Kitchen,1,12999.0,10399.2,Completed
SALE-DE1A196F,2025-12-20T10:20:00,CUST-LIVE-1450,Samsung 324L Double Door Frost-Free,Refrigerator,2,34999.0,27999.2,Completed
SALE-632451E9,2025-12-20T06:22:00,CUST-LIVE-1346,JBL Flip 6 Bluetooth Speaker,Audio,1,9999.0,7999.2,Completed
SALE-E41763EA,2025-12-20T11:00:00,CUST-LIVE-1448,Harman Kardon Onyx Studio 7,Audio,1,16999.0,13599.2,Completed
SALE-226F7A70,2025-12-20T10:35:00,CUST-LIVE-1063,Philips XXL Air Fryer HD9860,Kitchen,2,12999.0,10399.2,Completed
SALE-0CD5F151,2025-12-20T05:34:00,CUST-LIVE-1132,IFB 25L Convection Microwave,Kitchen,2,14999.0,11999.2,Completed
SALE-57D5BAF2,2025-12-20T11:24:00,CUST-LIVE-1298,"OnePlus 50"" 4K Smart TV",Television,1,37999.0,30399.2,Completed
SALE-82C8A84E,2025-12-20T04:55:00,CUST-LIVE-1068,OPPO Reno 11 5G 256GB,Smartphone,1,31999.0,25599.2,Completed
SALE-0279E0CA,2025-12-19T15:26:00,CUST-LIVE-1003,Lenovo IdeaPad Slim 5 Ryzen 7,Laptop,1,62499.0,49999.2,Completed
SALE-D01A9186,2025-12-19T12:53:00,CUST-LIVE-1004,Redmi Note 13 Pro+ 5G 256GB,Smartphone,1,28999.0,23199.2,Completed
SALE-3ECC20D6,2025-12-19T10:19:00,CUST-LIVE-1035,OnePlus 12R 5G 256GB,Smartphone,2,39999.0,31999.2,Completed
SALE-E13771EF,2025-12-19T06:12:00,CUST-LIVE-1337,Bosch 7 kg Serie 6 Front Load,Washing Machine,1,44999.0,35999.2,Completed
SALE-4D6AA7B1,2025-12-19T05:12:00,CUST-LIVE-1489,Vivo V29 5G 8GB+256GB,Smartphone,1,33999.0,27199.2,Completed
SALE-9FD333B9,2025-12-19T09:12:00,CUST-LIVE-1433,Prestige Electric Induction Cooktop,Kitchen,2,3499.0,2799.2,Completed
SALE-70B7D162,2025-12-19T09:55:00,CUST-LIVE-1376,Apple iPhone 15 128GB,Smartphone,1,79900.0,63920.0,Completed
SALE-CEC541D0,2025-12-18T08:14:00,CUST-LIVE-1270,JBL Flip 6 Bluetooth Speaker,Audio,1,9999.0,7999.2,Completed
SALE-6B015B73,2025-12-18T13:34:00,CUST-LIVE-1220,"OnePlus 50"" 4K Smart TV",Television,2,37999.0,30399.2,Completed
SALE-4E51E9E3,2025-12-18T06:22:00,CUST-LIVE-1074,Acer Aspire Lite Ryzen 3,Laptop,1,32999.0,26399.2,Completed
SALE-FC3555F1,2025-12-18T13:48:00,CUST-LIVE-1114,"Mi 40"" Full HD Android TV",Television,1,21999.0,17599.2,Completed
SALE-A631FEE5,2025-12-18T07:27:00,CUST-LIVE-1335,"Samsung 55"" 4K QLED Smart TV",Television,1,72999.0,58399.2,Completed
SALE-2774FEB4,2025-12-18T07:38:00,CUST-LIVE-1264,Kent Grand+ Water Purifier RO,Kitchen,1,16999.0,13599.2,Completed
SALE-966EB25D,2025-12-17T12:46:00,CUST-LIVE-1053,Bosch 7 kg Serie 6 Front Load,Washing Machine,1,44999.0,35999.2,Completed
SALE-153405FD,2025-12-17T13:20:00,CUST-LIVE-1219,Sony WH-1000XM5 Wireless Headphones,Audio,1,24999.0,19999.2,Completed
SALE-FC5D6E44,2025-12-17T05:41:00,CUST-LIVE-1358,Hikvision 2MP IP PTZ Camera,Security,2,8499.0,6799.2,Completed
SALE-969910E6,2025-12-17T03:55:00,CUST-LIVE-1342,Kent Grand+ Water Purifier RO,Kitchen,1,16999.0,13599.2,Completed
SALE-E10304F3,2025-12-17T14:33:00,CUST-LIVE-1305,CP Plus 5MP CCTV Kit 4-Channel,Security,1,12999.0,10399.2,Completed
SALE-7C4D5CCA,2025-12-17T11:41:00,CUST-LIVE-1373,Usha Maxx Air Tower Fan 400mm,Appliance,2,4999.0,3999.2,Completed
SALE-B650D375,2025-12-17T05:39:00,CUST-LIVE-1493,LG 7 kg Front Load Washing Machine,Washing Machine,1,36999.0,29599.2,Completed
SALE-39FE93B0,2025-12-16T15:50:00,CUST-LIVE-1085,"TCL 32"" HD Smart TV",Television,1,14999.0,11999.2,Completed
SALE-B238B666,2025-12-16T08:05:00,CUST-LIVE-1214,Whirlpool 6.5 kg Semi-Automatic,Washing Machine,2,15999.0,12799.2,Completed
SALE-3D676802,2025-12-16T09:21:00,CUST-LIVE-1306,Sony WH-1000XM5 Wireless Headphones,Audio,2,24999.0,19999.2,Completed
SALE-F5DCF9D6,2025-12-16T03:30:00,CUST-LIVE-1184,Bose QuietComfort 45 Headphones,Audio,1,29900.0,23920.0,Completed
SALE-33C64CD2,2025-12-16T07:26:00,CUST-LIVE-1136,"OnePlus 50"" 4K Smart TV",Television,1,37999.0,30399.2,Completed
SALE-7D382ABF,2025-12-15T08:10:00,CUST-LIVE-1041,Dyson V8 Absolute Cordless Vacuum,Appliance,1,34999.0,27999.2,Completed
SALE-51816ABB,2025-12-15T07:15:00,CUST-LIVE-1303,Samsung 8 kg Fully Automatic Top Load,Washing Machine,1,28999.0,23199.2,Completed
SALE-425B9A79,2025-12-15T15:59:00,CUST-LIVE-1429,"Hisense 58"" 4K UHD TV",Television,1,42999.0,34399.2,Completed
SALE-FE103DB1,2025-12-15T16:00:00,CUST-LIVE-1499,Blue Star 2 Ton 5★ Inverter AC,Air Conditioner,1,62999.0,50399.2,Completed
SALE-4F44789A,2025-12-15T05:14:00,CUST-LIVE-1180,Godrej 10L Electronic Safe,Security,1,6999.0,5599.2,Completed
SALE-4B0232E8,2025-12-15T15:29:00,CUST-LIVE-1107,Havells OTG 35L Bake & Broil,Kitchen,1,7999.0,6399.2,Completed
SALE-FDAA452E,2025-12-15T08:44:00,CUST-LIVE-1092,Havells Flomax 1200mm Fan With Light,Lighting,1,5999.0,4799.2,Completed
SALE-947DA777,2025-12-14T15:05:00,CUST-LIVE-1096,Samsung 8 kg Fully Automatic Top Load,Washing Machine,1,28999.0,23199.2,Completed
SALE-B53A7126,2025-12-14T10:07:00,CUST-LIVE-1225,Bajaj 750W Room Heater,Appliance,2,2499.0,1999.2,Completed
SALE-C1F167DC,2025-12-14T07:06:00,CUST-LIVE-1365,Sony WH-1000XM5 Wireless Headphones,Audio,1,24999.0,19999.2,Completed
SALE-B8EBF725,2025-12-14T08:37:00,CUST-LIVE-1403,JBL Bar 5.0 Multibeam Soundbar,Audio,1,19999.0,15999.2,Completed
SALE-84058D3A,2025-12-14T07:38:00,CUST-LIVE-1150,Dyson V8 Absolute Cordless Vacuum,Appliance,1,34999.0,27999.2,Completed
SALE-1756A0B5,2025-12-14T14:37:00,CUST-LIVE-1173,"Sony Bravia 43"" 4K HDR TV",Television,1,48999.0,39199.2,Completed
SALE-F0541E43,2025-12-14T11:28:00,CUST-LIVE-1254,Dyson V8 Absolute Cordless Vacuum,Appliance,1,34999.0,27999.2,Completed
SALE-16674070,2025-12-14T11:59:00,CUST-LIVE-1448,Eureka Forbes Trendy Zip Vacuum,Appliance,1,3499.0,2799.2,Completed
SALE-34E2B4A1,2025-12-13T04:52:00,CUST-LIVE-1191,Bosch 7 kg Serie 6 Front Load,Washing Machine,1,44999.0,35999.2,Completed
SALE-3E0823AE,2025-12-13T07:28:00,CUST-LIVE-1162,"TCL 32"" HD Smart TV",Television,1,14999.0,11999.2,Completed
SALE-2BBFA348,2025-12-13T11:10:00,CUST-LIVE-1432,Philips LED Bulb 9W (Pack of 10),Lighting,2,499.0,399.2,Completed
SALE-5B696915,2025-12-13T14:18:00,CUST-LIVE-1125,Syska LED Strip Light 5M RGB,Lighting,1,1299.0,1039.2,Completed
SALE-33FEBD91,2025-12-13T08:39:00,CUST-LIVE-1201,HP Pavilion 14 Ryzen 5 8GB RAM,Laptop,1,48999.0,39199.2,Completed
SALE-C28ADCE1,2025-12-13T15:23:00,CUST-LIVE-1029,Havells Flomax 1200mm Fan With Light,Lighting,2,5999.0,4799.2,Completed
SALE-8776068E,2025-12-13T13:18:00,CUST-LIVE-1386,Syska LED Strip Light 5M RGB,Lighting,1,1299.0,1039.2,Completed
SALE-CFCB4226,2025-12-13T11:25:00,CUST-LIVE-1081,Hikvision 2MP IP PTZ Camera,Security,1,8499.0,6799.2,Completed
SALE-DB08839F,2025-12-12T05:32:00,CUST-LIVE-1284,Philips XXL Air Fryer HD9860,Kitchen,1,12999.0,10399.2,Completed
SALE-FCEB081D,2025-12-12T07:02:00,CUST-LIVE-1059,Bose QuietComfort 45 Headphones,Audio,1,29900.0,23920.0,Completed
SALE-45852EBB,2025-12-12T10:21:00,CUST-LIVE-1249,Havells OTG 35L Bake & Broil,Kitchen,2,7999.0,6399.2,Completed
SALE-5391E82E,2025-12-12T13:07:00,CUST-LIVE-1100,JBL Bar 5.0 Multibeam Soundbar,Audio,2,19999.0,15999.2,Completed
SALE-3853C873,2025-12-12T07:44:00,CUST-LIVE-1376,"LG 65"" OLED evo C3 Smart TV",Television,1,129999.0,103999.2,Completed
SALE-53244FA8,2025-12-12T04:58:00,CUST-LIVE-1457,Eureka Forbes Trendy Zip Vacuum,Appliance,1,3499.0,2799.2,Completed
SALE-6AA220A5,2025-12-12T12:05:00,CUST-LIVE-1288,ASUS VivoBook 15 Core i3 8GB,Laptop,2,38999.0,31199.2,Completed
SALE-6AECCF8A,2025-12-12T05:01:00,CUST-LIVE-1487,Haier 565L French Door Fridge,Refrigerator,1,74999.0,59999.2,Completed
SALE-FF098101,2025-12-11T10:10:00,CUST-LIVE-1291,Samsung Galaxy S24 5G 256GB,Smartphone,1,74999.0,59999.2,Completed
SALE-B85FF1AA,2025-12-11T12:35:00,CUST-LIVE-1332,Godrej 190L Direct Cool Fridge,Refrigerator,1,14999.0,11999.2,Completed
SALE-4A2F6836,2025-12-11T12:40:00,CUST-LIVE-1173,Lenovo IdeaPad Slim 5 Ryzen 7,Laptop,1,62499.0,49999.2,Completed
SALE-09C023E3,2025-12-11T06:34:00,CUST-LIVE-1282,Sony WH-1000XM5 Wireless Headphones,Audio,2,24999.0,19999.2,Completed
SALE-499ECDDF,2025-12-11T07:01:00,CUST-LIVE-1182,JBL Bar 5.0 Multibeam Soundbar,Audio,1,19999.0,15999.2,Completed
SALE-3E8072E7,2025-12-11T16:02:00,CUST-LIVE-1073,"Mi 40"" Full HD Android TV",Television,1,21999.0,17599.2,Completed
SALE-093052D0,2025-12-10T12:53:00,CUST-LIVE-1328,JBL Flip 6 Bluetooth Speaker,Audio,1,9999.0,7999.2,Completed
SALE-930D79A7,2025-12-10T06:10:00,CUST-LIVE-1323,Samsung 8 kg Fully Automatic Top Load,Washing Machine,2,28999.0,23199.2,Completed
SALE-E41D73FB,2025-12-10T07:31:00,CUST-LIVE-1318,Vivo V29 5G 8GB+256GB,Smartphone,1,33999.0,27199.2,Completed
SALE-271E75E6,2025-12-10T07:46:00,CUST-LIVE-1089,"OnePlus 50"" 4K Smart TV",Television,2,37999.0,30399.2,Completed
SALE-86349196,2025-12-10T06:34:00,CUST-LIVE-1291,CP Plus 5MP CCTV Kit 4-Channel,Security,1,12999.0,10399.2,Completed
SALE-99C5ED9A,2025-12-09T08:24:00,CUST-LIVE-1349,Samsung 8 kg Fully Automatic Top Load,Washing Machine,2,28999.0,23199.2,Completed
SALE-2CD9D345,2025-12-09T10:02:00,CUST-LIVE-1034,Redmi Note 13 Pro+ 5G 256GB,Smartphone,1,28999.0,23199.2,Completed
SALE-6F588C77,2025-12-09T04:22:00,CUST-LIVE-1079,"TCL 32"" HD Smart TV",Television,1,14999.0,11999.2,Completed
SALE-FBD8D8F6,2025-12-09T11:25:00,CUST-LIVE-1049,Apple iPhone 15 128GB,Smartphone,1,79900.0,63920.0,Completed
SALE-DE05AED7,2025-12-08T14:39:00,CUST-LIVE-1403,"OnePlus 50"" 4K Smart TV",Television,1,37999.0,30399.2,Completed
SALE-BA84BD61,2025-12-08T12:00:00,CUST-LIVE-1372,ASUS VivoBook 15 Core i3 8GB,Laptop,1,38999.0,31199.2,Completed
SALE-9AB7854D,2025-12-08T11:57:00,CUST-LIVE-1334,Realme 12 Pro+ 5G 256GB,Smartphone,1,29999.0,23999.2,Completed
SALE-82667FB4,2025-12-08T13:02:00,CUST-LIVE-1330,Bose QuietComfort 45 Headphones,Audio,1,29900.0,23920.0,Completed
SALE-61ED03CE,2025-12-08T11:41:00,CUST-LIVE-1264,Daikin 1.5 Ton 5★ Inverter Split AC,Air Conditioner,2,44999.0,35999.2,Completed
SALE-AC2E0325,2025-12-08T11:40:00,CUST-LIVE-1201,Eureka Forbes Trendy Zip Vacuum,Appliance,1,3499.0,2799.2,Completed
SALE-0B9CA2D5,2025-12-08T10:07:00,CUST-LIVE-1474,ASUS VivoBook 15 Core i3 8GB,Laptop,1,38999.0,31199.2,Completed
SALE-7055AA46,2025-12-08T07:30:00,CUST-LIVE-1073,Philips LED Bulb 9W (Pack of 10),Lighting,1,499.0,399.2,Completed
SALE-F8B3384F,2025-12-07T05:58:00,CUST-LIVE-1269,Usha Maxx Air Tower Fan 400mm,Appliance,1,4999.0,3999.2,Completed
SALE-7778EC14,2025-12-07T10:44:00,CUST-LIVE-1054,Bose QuietComfort 45 Headphones,Audio,1,29900.0,23920.0,Completed
SALE-7E58ABBC,2025-12-07T06:40:00,CUST-LIVE-1096,Godrej 10L Electronic Safe,Security,1,6999.0,5599.2,Completed
SALE-9078B298,2025-12-07T10:29:00,CUST-LIVE-1305,Haier 565L French Door Fridge,Refrigerator,1,74999.0,59999.2,Completed
SALE-3282ADCA,2025-12-07T08:42:00,CUST-LIVE-1002,"TCL 32"" HD Smart TV",Television,2,14999.0,11999.2,Completed
SALE-58832C63,2025-12-07T13:46:00,CUST-LIVE-1281,JBL Flip 6 Bluetooth Speaker,Audio,1,9999.0,7999.2,Completed
SALE-949AF07D,2025-12-07T05:45:00,CUST-LIVE-1426,Samsung 324L Double Door Frost-Free,Refrigerator,1,34999.0,27999.2,Completed
SALE-BB47946A,2025-12-07T05:54:00,CUST-LIVE-1359,CP Plus 5MP CCTV Kit 4-Channel,Security,1,12999.0,10399.2,Completed
SALE-AB801691,2025-12-07T10:27:00,CUST-LIVE-1271,Kent Grand+ Water Purifier RO,Kitchen,1,16999.0,13599.2,Completed
SALE-D3D2B6BD,2025-12-07T13:19:00,CUST-LIVE-1102,Samsung Galaxy S24 5G 256GB,Smartphone,1,74999.0,59999.2,Completed
SALE-BD8781A6,2025-12-07T04:43:00,CUST-LIVE-1015,Hikvision 2MP IP PTZ Camera,Security,1,8499.0,6799.2,Completed
SALE-2158F0C1,2025-12-07T07:39:00,CUST-LIVE-1361,Sony WH-1000XM5 Wireless Headphones,Audio,1,24999.0,19999.2,Completed
SALE-F6CA1947,2025-12-07T12:29:00,CUST-LIVE-1243,Samsung 8 kg Fully Automatic Top Load,Washing Machine,1,28999.0,23199.2,Completed
SALE-B2556448,2025-12-07T11:17:00,CUST-LIVE-1291,Realme 12 Pro+ 5G 256GB,Smartphone,2,29999.0,23999.2,Completed
SALE-293F245D,2025-12-06T16:24:00,CUST-LIVE-1445,Prestige Electric Induction Cooktop,Kitchen,1,3499.0,2799.2,Completed
SALE-244E12C7,2025-12-06T12:50:00,CUST-LIVE-1019,Prestige Electric Induction Cooktop,Kitchen,1,3499.0,2799.2,Completed
SALE-2F2493D9,2025-12-06T04:50:00,CUST-LIVE-1183,JBL Flip 6 Bluetooth Speaker,Audio,1,9999.0,7999.2,Completed
SALE-2ED4262A,2025-12-06T05:51:00,CUST-LIVE-1128,Philips XXL Air Fryer HD9860,Kitchen,2,12999.0,10399.2,Completed
SALE-490D7B8D,2025-12-06T09:35:00,CUST-LIVE-1431,Vivo V29 5G 8GB+256GB,Smartphone,1,33999.0,27199.2,Completed
SALE-A85C37D3,2025-12-06T05:08:00,CUST-LIVE-1213,ASUS VivoBook 15 Core i3 8GB,Laptop,2,38999.0,31199.2,Completed
SALE-9F8A4253,2025-12-05T04:53:00,CUST-LIVE-1433,boAt Aavante Bar 1500 Soundbar,Audio,1,4999.0,3999.2,Completed
SALE-E1C16DD1,2025-12-05T13:01:00,CUST-LIVE-1137,Bose QuietComfort 45 Headphones,Audio,1,29900.0,23920.0,Completed
SALE-6C8187E9,2025-12-05T14:19:00,CUST-LIVE-1135,Dell Inspiron 15 Core i5 16GB RAM,Laptop,1,54999.0,43999.2,Completed
SALE-CC060575,2025-12-05T11:12:00,CUST-LIVE-1492,"TCL 32"" HD Smart TV",Television,1,14999.0,11999.2,Completed
SALE-D24B834B,2025-12-05T10:19:00,CUST-LIVE-1075,Acer Aspire Lite Ryzen 3,Laptop,2,32999.0,26399.2,Completed
SALE-024667A1,2025-12-05T06:39:00,CUST-LIVE-1323,"Hisense 58"" 4K UHD TV",Television,1,42999.0,34399.2,Completed
SALE-8406A018,2025-12-04T11:45:00,CUST-LIVE-1342,Kent Grand+ Water Purifier RO,Kitchen,1,16999.0,13599.2,Completed
SALE-CDD015DD,2025-12-04T03:42:00,CUST-LIVE-1090,Bosch 7 kg Serie 6 Front Load,Washing Machine,1,44999.0,35999.2,Completed
SALE-B8FD1343,2025-12-04T10:12:00,CUST-LIVE-1465,Hikvision 2MP IP PTZ Camera,Security,1,8499.0,6799.2,Completed
SALE-C374921E,2025-12-04T10:44:00,CUST-LIVE-1257,Syska LED Strip Light 5M RGB,Lighting,2,1299.0,1039.2,Completed
SALE-33F266DC,2025-12-04T07:26:00,CUST-LIVE-1210,IFB 8 kg Senator Smart WW,Washing Machine,1,49999.0,39999.2,Completed
SALE-DAC1B195,2025-12-04T09:05:00,CUST-LIVE-1064,Kent Grand+ Water Purifier RO,Kitchen,2,16999.0,13599.2,Completed
SALE-9C8A63F6,2025-12-04T05:45:00,CUST-LIVE-1279,Philips Wet & Dry Iron GC1905,Appliance,2,1499.0,1199.2,Completed
SALE-7CEDA0A6,2025-12-04T15:33:00,CUST-LIVE-1088,JBL Flip 6 Bluetooth Speaker,Audio,1,9999.0,7999.2,Completed
SALE-6CD84036,2025-12-03T12:00:00,CUST-LIVE-1071,IFB 25L Convection Microwave,Kitchen,2,14999.0,11999.2,Completed
SALE-1B751B03,2025-12-03T08:50:00,CUST-LIVE-1422,Acer Aspire Lite Ryzen 3,Laptop,1,32999.0,26399.2,Completed
SALE-653AE2E0,2025-12-03T12:08:00,CUST-LIVE-1025,Whirlpool 6.5 kg Semi-Automatic,Washing Machine,1,15999.0,12799.2,Completed
SALE-1CE79B29,2025-12-03T14:11:00,CUST-LIVE-1494,"Samsung 55"" 4K QLED Smart TV",Television,1,72999.0,58399.2,Completed
SALE-F4355D59,2025-12-03T04:25:00,CUST-LIVE-1040,Hikvision 2MP IP PTZ Camera,Security,2,8499.0,6799.2,Completed
SALE-09B6DB4C,2025-12-03T04:53:00,CUST-LIVE-1133,Acer Aspire Lite Ryzen 3,Laptop,2,32999.0,26399.2,Completed
SALE-0EE61963,2025-12-03T04:36:00,CUST-LIVE-1389,JBL Bar 5.0 Multibeam Soundbar,Audio,2,19999.0,15999.2,Completed
SALE-115A88BF,2025-12-03T05:47:00,CUST-LIVE-1122,Apple iPhone 15 128GB,Smartphone,1,79900.0,63920.0,Completed
SALE-CFEDD32E,2025-12-03T05:43:00,CUST-LIVE-1426,Apple MacBook Air M2 8GB,Laptop,1,114900.0,91920.0,Completed
SALE-1BB507CA,2025-12-03T13:12:00,CUST-LIVE-1206,"Mi 40"" Full HD Android TV",Television,1,21999.0,17599.2,Completed
SALE-8FE6F5D6,2025-12-02T12:31:00,CUST-LIVE-1317,Hikvision 2MP IP PTZ Camera,Security,1,8499.0,6799.2,Completed
SALE-DB299F2F,2025-12-02T14:18:00,CUST-LIVE-1035,Usha Maxx Air Tower Fan 400mm,Appliance,1,4999.0,3999.2,Completed
SALE-1E449F92,2025-12-02T10:22:00,CUST-LIVE-1390,ASUS VivoBook 15 Core i3 8GB,Laptop,1,38999.0,31199.2,Completed
SALE-B3D62691,2025-12-02T06:30:00,CUST-LIVE-1433,LG 7 kg Front Load Washing Machine,Washing Machine,1,36999.0,29599.2,Completed
SALE-4F527FB9,2025-12-02T13:23:00,CUST-LIVE-1442,ASUS VivoBook 15 Core i3 8GB,Laptop,1,38999.0,31199.2,Completed
SALE-CE395808,2025-12-02T04:37:00,CUST-LIVE-1251,LG 7 kg Front Load Washing Machine,Washing Machine,1,36999.0,29599.2,Completed
SALE-1F273ECD,2025-12-02T06:03:00,CUST-LIVE-1110,OPPO Reno 11 5G 256GB,Smartphone,1,31999.0,25599.2,Completed
SALE-954E95CA,2025-12-02T07:45:00,CUST-LIVE-1456,Redmi Note 13 Pro+ 5G 256GB,Smartphone,1,28999.0,23199.2,Completed
SALE-F5903115,2025-12-02T11:41:00,CUST-LIVE-1358,Bosch 7 kg Serie 6 Front Load,Washing Machine,1,44999.0,35999.2,Completed
SALE-C15B25BB,2025-12-01T09:28:00,CUST-LIVE-1201,"OnePlus 50"" 4K Smart TV",Television,1,37999.0,30399.2,Completed
SALE-CBE31C32,2025-12-01T05:47:00,CUST-LIVE-1375,LG 215L Single Door Energy Star,Refrigerator,1,19999.0,15999.2,Completed
SALE-9EBAFA8C,2025-12-01T15:23:00,CUST-LIVE-1033,Bose QuietComfort 45 Headphones,Audio,1,29900.0,23920.0,Completed
SALE-738DCBB7,2025-12-01T16:04:00,CUST-LIVE-1186,"Mi 40"" Full HD Android TV",Television,1,21999.0,17599.2,Completed
SALE-DEDC20A8,2025-12-01T12:07:00,CUST-LIVE-1292,Bose QuietComfort 45 Headphones,Audio,2,29900.0,23920.0,Completed
SALE-E78B689C,2025-12-01T08:16:00,CUST-LIVE-1361,Samsung 8 kg Fully Automatic Top Load,Washing Machine,2,28999.0,23199.2,Completed
SALE-076BCFFE,2025-12-01T09:01:00,CUST-LIVE-1124,Acer Aspire Lite Ryzen 3,Laptop,1,32999.0,26399.2,Completed
SALE-65094290,2025-12-01T07:37:00,CUST-LIVE-1032,Acer Aspire Lite Ryzen 3,Laptop,1,32999.0,26399.2,Completed
SALE-E6B53C1F,2025-12-01T13:30:00,CUST-LIVE-1472,Dell Inspiron 15 Core i5 16GB RAM,Laptop,1,54999.0,43999.2,Completed
SALE-5EA38528,2025-12-01T11:43:00,CUST-LIVE-1322,JBL Bar 5.0 Multibeam Soundbar,Audio,1,19999.0,15999.2,Completed
SALE-FE701AE6,2025-11-30T05:59:00,CUST-LIVE-1077,Morphy Richards Icon Superb Mixer,Kitchen,2,4499.0,3599.2,Completed
SALE-3EB86F22,2025-11-30T10:09:00,CUST-LIVE-1439,Dell Inspiron 15 Core i5 16GB RAM,Laptop,1,54999.0,43999.2,Completed
SALE-2087F278,2025-11-30T09:31:00,CUST-LIVE-1435,"TCL 32"" HD Smart TV",Television,2,14999.0,11999.2,Completed
SALE-0F9E7C0A,2025-11-30T05:09:00,CUST-LIVE-1346,Philips LED Bulb 9W (Pack of 10),Lighting,2,499.0,399.2,Completed
SALE-27CD3627,2025-11-30T14:30:00,CUST-LIVE-1320,Harman Kardon Onyx Studio 7,Audio,1,16999.0,13599.2,Completed
SALE-12AA262F,2025-11-30T10:58:00,CUST-LIVE-1080,Syska LED Strip Light 5M RGB,Lighting,1,1299.0,1039.2,Completed
SALE-081ECE8D,2025-11-30T09:45:00,CUST-LIVE-1343,Godrej 10L Electronic Safe,Security,1,6999.0,5599.2,Completed
SALE-684B510A,2025-11-30T05:51:00,CUST-LIVE-1201,Morphy Richards Icon Superb Mixer,Kitchen,1,4499.0,3599.2,Completed
SALE-D3B912E0,2025-11-29T12:15:00,CUST-LIVE-1270,Usha Maxx Air Tower Fan 400mm,Appliance,1,4999.0,3999.2,Completed
SALE-F5EB6C01,2025-11-29T06:59:00,CUST-LIVE-1083,"Samsung 55"" 4K QLED Smart TV",Television,1,72999.0,58399.2,Completed
SALE-3FC05F1C,2025-11-29T05:15:00,CUST-LIVE-1054,Morphy Richards Icon Superb Mixer,Kitchen,2,4499.0,3599.2,Completed
SALE-C0D1A54C,2025-11-29T03:55:00,CUST-LIVE-1473,Usha Maxx Air Tower Fan 400mm,Appliance,1,4999.0,3999.2,Completed
SALE-F6C8CFCA,2025-11-29T10:07:00,CUST-LIVE-1251,Harman Kardon Onyx Studio 7,Audio,2,16999.0,13599.2,Completed
SALE-8BA7EC60,2025-11-29T06:56:00,CUST-LIVE-1475,OPPO Reno 11 5G 256GB,Smartphone,1,31999.0,25599.2,Completed
SALE-B93EE838,2025-11-29T10:29:00,CUST-LIVE-1358,"Mi 40"" Full HD Android TV",Television,1,21999.0,17599.2,Completed
SALE-1C9431C4,2025-11-29T09:54:00,CUST-LIVE-1238,ASUS VivoBook 15 Core i3 8GB,Laptop,2,38999.0,31199.2,Completed
SALE-A103F0B7,2025-11-29T06:09:00,CUST-LIVE-1130,LG 7 kg Front Load Washing Machine,Washing Machine,1,36999.0,29599.2,Completed
SALE-8CF6E297,2025-11-29T05:37:00,CUST-LIVE-1454,Philips LED Bulb 9W (Pack of 10),Lighting,1,499.0,399.2,Completed
SALE-3A542E07,2025-11-29T05:01:00,CUST-LIVE-1245,IFB 25L Convection Microwave,Kitchen,1,14999.0,11999.2,Completed
SALE-5149323E,2025-11-29T14:46:00,CUST-LIVE-1298,Vivo V29 5G 8GB+256GB,Smartphone,1,33999.0,27199.2,Completed
SALE-5E1C4D73,2025-11-29T14:43:00,CUST-LIVE-1093,Samsung Galaxy S24 5G 256GB,Smartphone,1,74999.0,59999.2,Completed
SALE-483B6E8B,2025-11-29T11:21:00,CUST-LIVE-1462,Bosch 7 kg Serie 6 Front Load,Washing Machine,1,44999.0,35999.2,Completed
SALE-C1400B36,2025-11-29T14:38:00,CUST-LIVE-1187,Bose QuietComfort 45 Headphones,Audio,1,29900.0,23920.0,Completed
SALE-D985B921,2025-11-29T12:40:00,CUST-LIVE-1202,Realme 12 Pro+ 5G 256GB,Smartphone,2,29999.0,23999.2,Completed
SALE-148AA338,2025-11-28T07:21:00,CUST-LIVE-1179,Sony WH-1000XM5 Wireless Headphones,Audio,2,24999.0,19999.2,Completed
SALE-8D4DF88F,2025-11-28T05:01:00,CUST-LIVE-1304,IFB 25L Convection Microwave,Kitchen,1,14999.0,11999.2,Completed
SALE-B89A3A34,2025-11-28T10:39:00,CUST-LIVE-1425,Kent Grand+ Water Purifier RO,Kitchen,1,16999.0,13599.2,Completed
